n,t,j,p
523,19,10,0.06557575740493282
523,19,11,0.22501478614192788
523,19,19,0.424832590310883
524,1,3,0.013270726289723337
524,1,5,0.8179420768632445
524,1,11,0.16524822808212059
524,1,12,0.0018894621850079007
524,1,14,0.001649506579903547
524,2,1,0.005971187612101933
524,2,2,0.041026314555113574
524,2,3,0.03346087770197517
524,2,4,0.06749273631749265
524,2,5,0.530478792123129
524,2,6,0.009857477120098067
524,2,7,0.30248296380443823
524,2,8,0.00922965076565142
525,1,1,0.034797562045353954
525,1,2,0.00336054317203145
525,1,3,0.023989663701185913
525,1,4,0.0023020663846353637
525,1,5,0.0018202022271174916
525,1,6,0.0025955584161673514
525,1,7,0.004184028490323562
525,1,8,0.0008304274556142977
525,1,12,0.9261199481075706
526,1,1,0.007350372351925586
526,1,2,0.05489163301877974
526,1,3,0.3447038326166808
526,1,4,0.26217661742510145
526,1,5,0.25093889499622873
526,1,6,0.012070689800999733
526,1,7,0.05800535944701752
526,1,8,0.009862600343266244
526,2,3,0.1769638425622608
526,2,5,0.7371758665504512
526,2,13,0.011960414257969341
526,2,14,0.002113542087229759
526,2,15,0.01391822321354414
526,2,16,0.05786811132854479
526,3,3,0.17443671587525394
526,3,5,0.7266486493607497
526,3,12,0.014280469108358968
526,3,13,0.011789613931635233
526,3,14,0.0020833597147438578
526,3,15,0.01371946445689988
526,3,16,0.05704172755235843
526,4,1,0.004434883566394877
526,4,2,0.0665433887243326
526,4,3,0.03634580519975624
526,4,4,0.1581855607365223
526,4,5,0.15140522524638098
526,4,6,0.08373278796033791
526,4,7,0.40237555129103175
526,4,8,0.09697679727524346
527,1,1,0.04387696579266885
527,1,2,0.10152330055756198
527,1,3,0.21256851999817555
527,1,4,0.005073476124726613
527,1,5,0.018924963786669375
527,1,6,0.5744235181657513
527,1,7,0.038252513752897205
527,1,8,0.005356741821549014
528,1,3,0.03530298495286154
528,1,5,0.8758458100339622
528,1,13,0.038606992344833314
528,1,15,0.05024421266834289
529,1,2,0.05354440442394035
529,1,3,0.22959287715338178
529,1,5,0.01611600545285286
529,1,7,0.0013309325441160957
529,1,8,0.009681876804050004
529,1,9,0.12257929023237123
529,1,10,0.21293789368467197
529,1,11,0.08536601538402896
529,1,16,0.2688507043205869
529,2,1,0.03353533151460835
529,2,2,0.034505044292594884
529,2,3,0.6720494633984254
529,2,4,0.01767172672303035
529,2,5,0.028484512435769348
529,2,6,0.021036575387518148
529,2,7,0.0023523797329898515
529,2,8,0.017112400528366004
529,2,16,0.17325256598669758
530,1,1,0.0026476475172734263
530,1,2,0.006084521171064541
530,1,3,0.7472595489960832
530,1,4,0.006736370029576392
530,1,5,0.011846165856237111
530,1,6,0.09091653642453781
530,1,7,0.03305261113672232
530,1,8,0.10145659886850517
530,2,1,0.0004976353514938244
530,2,2,0.0011436087363896731
530,2,3,0.9935980600083514
530,2,4,0.0012661261914927778
530,2,5,0.0022265316176956584
530,2,6,0.000556851743771419
530,2,7,0.0003301600538223205
530,2,8,0.00038102629698297003
531,1,1,0.022355290803990412
531,1,2,0.8259657092070805
531,1,3,0.040120453734837795
531,1,4,0.047026446202884944
531,1,5,0.01994041570419312
531,1,6,0.015748044317330935
531,1,7,0.018597482709981558
531,1,8,0.01024615731970076
531,2,1,0.019182998105355904
531,2,2,0.7087583325903384
531,2,3,0.034427223279244204
531,2,4,0.04035323164977739
531,2,5,0.01711080209277647
531,2,6,0.060325197820727476
531,2,7,0.07124039028849657
531,2,8,0.04860182417328356
532,1,2,0.8189878365469563
532,1,3,0.0022436431392843753
532,1,5,0.16936312858332328
532,1,12,0.0009860341690814175
532,1,16,0.008419357561354904
532,2,2,0.8034443605651982
532,2,3,0.002201061294120301
532,2,5,0.16614880523948772
532,2,10,0.016114773350888446
532,2,12,0.0009673203399616475
532,2,13,0.002326832444488566
532,2,14,0.000537279223591073
532,2,16,0.008259567542264371
532,3,3,0.011672968121213234
532,3,5,0.8811429795794703
532,3,11,0.10433467992339855
532,3,14,0.0028493723759180378
532,4,3,0.011875533282655339
532,4,5,0.8964337666405371
532,4,12,0.0052190481577639196
532,4,13,0.008070448811238851
532,4,14,0.0028988185467070764
532,4,15,0.012043998899556705
532,4,16,0.0634583856615412
532,5,3,0.01279107014756911
532,5,5,0.9655437712844219
532,5,13,0.008692635051403769
532,5,15,0.012972523516605272
533,1,2,0.18092507279790757
533,1,3,0.04617091595368436
533,1,5,0.0326618288282729
533,1,7,0.016719619744554784
533,1,8,0.10390189656942775
533,1,9,0.22754996050112064
533,1,10,0.32318168796423474
533,1,11,0.06888901764079734
533,2,2,0.10630287600368489
533,2,3,0.057722537691029224
533,2,5,0.04083357686663961
533,2,7,0.020902744962929997
533,2,8,0.0890502344172854
533,2,9,0.19502413327680446
533,2,10,0.4040393563618995
533,2,11,0.08612454041972689
534,1,2,0.8226794483493537
534,1,3,0.02226568492087918
534,1,5,0.08722831662280699
534,1,12,0.01808420314752023
534,1,13,0.049742346959439986
535,1,1,0.01032957727485181
535,1,2,0.7638567756632206
535,1,3,0.003538297745616936
535,1,4,0.08164195845723109
535,1,5,0.05834918510311361
535,1,6,0.009643035035767427
535,1,7,0.06291027241517477
535,1,8,0.009730898305023435
536,1,1,0.03688355769929954
536,1,2,0.04109905712432538
536,1,3,0.01555281004605548
536,1,4,0.007222625357950466
536,1,5,0.005945331521677031
536,1,6,0.01070545522035182
536,1,7,0.003287793529106675
536,1,8,0.002876500402982798
536,1,10,0.8764268690982508
537,1,2,0.046567349485294514
537,1,3,0.011336519105081374
537,1,5,0.07929490470764763
537,1,7,0.002440597604307604
537,1,8,0.020432918495598855
537,1,9,0.13327723433173388
537,1,10,0.6858499956499874
537,1,11,0.020800480620348737
537,2,1,0.02068780366808066
537,2,2,0.008776487024367686
537,2,3,0.006690066622221581
537,2,4,0.0056152074427106595
537,2,5,0.04679462808465533
537,2,6,0.13912541291937203
537,2,7,0.04421620524525505
537,2,8,0.6550454750516934
537,2,10,0.07304871394164358
537,3,1,0.05655164096606245
537,3,2,0.02399117620741585
537,3,3,0.31727808467537916
537,3,4,0.015349584728517291
537,3,5,0.12791657582611649
537,3,6,0.012388043544463807
537,3,7,0.21387895541717958
537,3,8,0.03296187791293301
537,3,10,0.19968406072193215
537,4,3,0.0007386985163902935
537,4,5,0.009142996330521423
537,4,12,0.013482798092194891
537,4,14,0.9766355070608934
538,1,2,0.05731824552301604
538,1,3,0.4206008427492721
538,1,5,0.01782533745355578
538,1,12,0.4370535705571047
538,1,16,0.06720200371705132
538,2,2,0.05076479580818114
538,2,3,0.37251167938038093
538,2,5,0.015787287412318333
538,2,10,0.11837748671388347
538,2,12,0.38708329370721556
538,2,13,0.0554754569780205
538,3,2,0.02458556891828665
538,3,3,0.4428965067460367
538,3,5,0.0042014123343387735
538,3,12,0.46022137852922584
538,3,13,0.010943941550295041
538,3,14,0.04540965754378785
538,3,16,0.011741534378029272
538,4,2,0.02458556891828665
538,4,3,0.4428965067460367
538,4,5,0.0042014123343387735
538,4,12,0.46022137852922584
538,4,13,0.010943941550295041
538,4,14,0.04540965754378785
538,4,16,0.011741534378029272
539,1,3,0.001142160739640562
539,1,5,0.2578909536515935
539,1,12,0.22533316534206874
539,1,13,0.14356879565228547
539,1,14,0.10030940013761502
539,1,15,0.08045047264172488
539,1,18,0.1913050518350718
539,2,2,0.024521133465779648
539,2,3,0.004380254795540721
539,2,5,0.030987945052467582
539,2,7,0.001606582438402003
539,2,8,0.003318059707480668
539,2,9,0.03172379286476485
539,2,10,0.02910581995462376
539,2,11,0.01019023630627804
539,2,12,0.8641661754146628
539,3,1,0.0004357933789086348
539,3,2,0.01554208922715905
539,3,3,0.004944671866747755
539,3,4,0.00035348261158734675
539,3,5,0.0019520217362752191
539,3,6,0.0008645038242634732
539,3,7,0.00018024537661353497
539,3,8,0.0002090143331639056
539,3,12,0.9755181776452811
539,4,1,0.00737192541964246
539,4,2,0.00823747721286159
539,4,3,0.00466757764493597
539,4,4,0.005979548051620781
539,4,5,0.033020599563443186
539,4,6,0.014624035210048805
539,4,7,0.0017119662266829876
539,4,8,0.0035357078613249293
539,4,12,0.9208511628094392
539,5,2,0.025002671084031824
539,5,3,0.002507702391539043
539,5,5,0.031596475701179995
539,5,7,0.0016381319539247462
539,5,8,0.006025586279543041
539,5,9,0.03234677384071945
539,5,10,0.00935593536242279
539,5,11,0.01039034867576536
539,5,12,0.8811363747108738
539,6,2,0.02347244673867763
539,6,3,0.004192925972759386
539,6,5,0.05282990679521223
539,6,7,0.002738987704279666
539,6,8,0.010074894571956332
539,6,9,0.05408441951857302
539,6,10,0.015643301419226548
539,6,11,0.00975443403900764
539,6,12,0.8272086832403076
539,7,3,0.0002550156979203808
539,7,5,0.0018040988032747343
539,7,12,0.9015940469089456
539,7,13,0.01799825904920128
539,7,15,0.017962562288045724
539,7,16,0.060386017252612216
539,8,1,0.06142754779896094
539,8,2,0.12224911337049453
539,8,3,0.0038654210926363205
539,8,4,0.004951920015351871
539,8,5,0.02734577370823403
539,8,6,0.012110790320051404
539,8,7,0.0025250483584442034
539,8,8,0.0029280712147109703
539,8,12,0.7625963141211157
539,9,2,0.04334142883160225
539,9,3,0.004347031737866693
539,9,5,0.030752909801384506
539,9,7,0.002839655781543558
539,9,8,0.0032928931146286437
539,9,9,0.03148317640540774
539,9,10,0.016218251454041405
539,9,11,0.010112946097302044
539,9,12,0.8576117067762232
539,10,1,0.01201879383734211
539,10,2,0.04260030135090454
539,10,3,0.004272698593638438
539,10,4,0.009748736073946393
539,10,5,0.05383502354500227
539,10,6,0.023842246666154303
539,10,7,0.004971007193999472
539,10,8,0.005764429431299798
539,10,12,0.8429467633077127
539,11,1,0.0004400802917584249
539,11,2,0.0027781324780552616
539,11,3,0.004993312755731983
539,11,4,0.000356959830891564
539,11,5,0.0019712238340337126
539,11,6,0.0008730079749281962
539,11,7,0.003261832507997288
539,11,8,0.00021107041357723035
539,11,12,0.9851143799130264
540,1,1,0.00942090543134761
540,1,2,0.7744109517617312
540,1,3,0.01463154264292839
540,1,4,0.09615621773972323
540,1,5,0.02071439505547746
540,1,6,0.005791041456839939
540,1,7,0.06454028212189392
540,1,8,0.014334663790058362
540,2,1,0.004318390893825795
540,2,2,0.7916340520689911
540,2,3,0.010015698933276054
540,2,4,0.0982947569475307
540,2,5,0.021175088571023792
540,2,6,0.005919835719973426
540,2,7,0.053988706436848895
540,2,8,0.01465347042853031
540,3,1,0.004286416040149061
540,3,2,0.7857725208637876
540,3,3,0.0054476710580046404
540,3,4,0.09756694870879969
540,3,5,0.02101830092134196
540,3,6,0.005876003217175432
540,3,7,0.06548716810475089
540,3,8,0.014544971085990822
540,4,1,0.0042672396277252354
540,4,2,0.7822571602944322
540,4,3,0.009897063151125908
540,4,4,0.09713045723670517
540,4,5,0.020924270009937077
540,4,6,0.005849715367363176
540,4,7,0.06519419399018
540,4,8,0.014479900322531316
540,5,1,0.003718891516631555
540,5,2,0.6817356818543706
540,5,3,0.004726395546594722
540,5,4,0.0846490155081081
540,5,5,0.01823546297378768
540,5,6,0.005098016224130572
540,5,7,0.18921732977704225
540,5,8,0.012619206599334557
540,6,1,0.0026523258102001696
540,6,2,0.7260912848904051
540,6,3,0.003370881038445281
540,6,4,0.060371959664892075
540,6,5,0.013005592900471383
540,6,6,0.014797249754966596
540,6,7,0.1349504295192185
540,6,8,0.04476027642140097
540,7,1,0.0030741041550546634
540,7,2,0.8415558251729715
540,7,3,0.008712821292243348
540,7,4,0.06997243375640602
540,7,5,0.015073769225686193
540,7,6,0.004214114014094956
540,7,7,0.04696566401580029
540,7,8,0.010431268367743286
541,1,1,0.030128709834632058
541,1,2,0.3389821513352043
541,1,3,0.04940457200522742
541,1,4,0.01902264813102805
541,1,5,0.40485611234867164
541,1,6,0.028043572724406527
541,1,7,0.09733262007556057
541,1,8,0.032229613545269126
542,1,3,0.6720137196252829
542,1,5,0.06637724946126415
542,1,11,0.20339813305215737
542,1,12,0.05213671126541414
542,1,14,0.006074186595881391
543,1,1,0.024891617400166884
543,1,2,0.08180761576570382
543,1,3,0.06138892121933982
543,1,4,0.036928098947973644
543,1,5,0.3240001511223121
543,1,6,0.02134885032592837
543,1,7,0.026642817793306992
543,1,8,0.004092184078793153
543,1,10,0.41889974334647523
543,2,3,0.12044906221671726
543,2,5,0.6357094013970498
543,2,12,0.09190312944926579
543,2,14,0.15193840693696714
544,1,1,0.006970137015861898
544,1,2,0.8694362299790283
544,1,3,0.009635558780766388
544,1,4,0.05154062417189347
544,1,5,0.027806295215127536
544,1,6,0.012109723925036266
544,1,7,0.01867227349162431
544,1,8,0.0038291574206619533
545,1,2,0.06028804304849168
545,1,3,0.8486880475715717
545,1,5,0.046010959965623835
545,1,10,0.026740808734890806
545,1,12,0.007390230101231099
545,1,13,0.010881910578190927
546,1,2,0.018622388642870236
546,1,3,0.8849358343520408
546,1,5,0.019466097949509452
546,1,10,0.009372573107774148
546,1,12,0.06225337730921826
546,1,13,0.004175159017597965
546,1,14,0.0011745696209890645
546,2,2,0.01965294716814029
546,2,3,0.9339079713801026
546,2,5,0.020543347145642484
546,2,10,0.003661077716789778
546,2,12,0.009715699744507839
546,2,13,0.0030064161448447035
546,2,16,0.009512540699972276
546,3,2,0.028671898709880652
546,3,3,0.9296438974994911
546,3,5,0.02997091293649035
546,3,12,0.009671339419098902
546,3,13,0.002041951435038866
547,1,2,0.4915977609043893
547,1,3,0.030301060104262777
547,1,5,0.08177216735119941
547,1,6,0.1588229763755501
547,1,7,0.096156740622886
547,1,8,0.009121357214541345
547,1,9,0.03924399756191876
547,1,10,0.05731077881593175
547,1,11,0.03567316104932051
547,2,2,0.7529422224154518
547,2,3,0.03326330301802502
547,2,5,0.0897662448668239
547,2,10,0.06291350188388836
547,2,12,0.026006719464531813
547,2,13,0.035108008351279
548,1,2,0.911313360842264
548,1,3,0.0060884916089334815
548,1,5,0.028351591401544918
548,1,10,0.016046009429429887
548,1,12,0.002072086854346068
548,1,13,0.008869890153797112
548,1,14,0.00425017110443598
548,1,16,0.023008398605248698
548,2,2,0.9346040258210789
548,2,3,0.0062440967217115215
548,2,5,0.02907618016027807
548,2,10,0.005906314770513107
548,2,12,0.0021250436997137002
548,2,13,0.006133668760700736
548,2,16,0.015910670066004082
549,1,1,0.04676473981333485
549,1,2,0.05223182863428312
549,1,3,0.04415044511909925
549,1,4,0.02412307864484153
549,1,5,0.029587172625478456
549,1,6,0.7312037527569499
549,1,7,0.04755837488162145
549,1,8,0.02438060752439142
549,2,1,0.018489089023418077
549,2,2,0.023344753956539524
549,2,3,0.016417368185351007
549,2,4,0.009537393993074473
549,2,5,0.01169769939504127
549,2,6,0.28909155344269943
549,2,7,0.013015257346715332
549,2,8,0.009639211610345625
549,2,9,0.6087676730468152
549,3,1,0.02191098457004285
549,3,2,0.027665318885387796
549,3,3,0.02486360374467177
549,3,4,0.011302541318070911
549,3,5,0.013862668443270072
549,3,6,0.3425956010482602
549,3,7,0.015424075385099522
549,3,8,0.011423202981723515
549,3,9,0.5309520036234734
549,4,1,0.02205577756659906
549,4,2,0.027848137891502894
549,4,3,0.018419670546988055
549,4,4,0.011377231198889018
549,4,5,0.013954276252939685
549,4,6,0.3448595542505538
549,4,7,0.015526001343149388
549,4,8,0.011498690223508851
549,4,9,0.5344606607258693
549,5,1,0.01890204117057222
549,5,2,0.025375291024978215
549,5,3,0.015785857922089638
549,5,4,0.009750410833585474
549,5,5,0.011958966463193067
549,5,6,0.426972428300675
549,5,7,0.01807959296387868
549,5,8,0.015136814287363064
549,5,9,0.4580385970336648
550,1,3,0.04470463984854028
550,1,5,0.8848694756101626
550,1,12,0.005880954480884584
550,1,13,0.017789733705986913
550,1,14,0.005482695420920254
550,1,15,0.03541588832708929
550,1,18,0.005856612606416215
551,1,1,0.017097834353436883
551,1,2,0.1416974933145929
551,1,3,0.07312924297769363
551,1,4,0.09769052702222508
551,1,5,0.14710211247237004
551,1,6,0.04098261075856401
551,1,7,0.3227636288694592
551,1,8,0.15953655023165825
551,2,1,0.004280798821182036
551,2,2,0.035476917708214234
551,2,3,0.013543983888777991
551,2,4,0.024458857436136683
551,2,5,0.03683007664292456
551,2,6,0.06262583196747942
551,2,7,0.49321749914550594
551,2,8,0.3295660343897791
552,1,1,0.013311801093469607
552,1,2,0.014321341008698127
552,1,3,0.007177179003127826
552,1,4,0.008907838658217943
552,1,5,0.011774348123560117
552,1,6,0.0028317075001169996
552,1,7,0.009730949313845555
552,1,8,0.0018679123054348835
552,1,20,0.9300769229935288
553,1,2,0.1101762667564688
553,1,3,0.08071235959946706
553,1,5,0.01669499391956979
553,1,7,0.0054884760224014765
553,1,8,0.011762241407336952
553,1,9,0.0853134662017576
553,1,10,0.14753789616732446
553,1,11,0.5423142999256738
554,1,1,0.002317578412396191
554,1,2,0.002111061074925811
554,1,3,0.21927097034639026
554,1,4,0.0018551686213911667
554,1,5,0.005360018166208912
554,1,6,0.0016887249130174593
554,1,7,0.0006444614216874036
554,1,8,0.002578680407634541
554,1,11,0.04488648818865873
554,1,19,0.7192868484476896
554,2,1,0.0016374396051639971
554,2,2,0.001491528827898261
554,2,3,0.3982958356916718
554,2,4,0.0013107330300779867
554,2,5,0.0037870157845811834
554,2,6,0.0011931354900492595
554,2,7,0.000730087084175648
554,2,8,0.0018219161025734528
554,2,11,0.08153428288351852
554,2,19,0.5081980255002899
554,3,1,0.0012698086948874873
554,3,2,0.0029737087533726965
554,3,3,0.7940951531571808
554,3,4,0.0010164528774192893
554,3,5,0.0029367712590875825
554,3,6,0.0009252578322066743
554,3,7,0.009621194450796173
554,3,8,0.0014128673210952335
554,3,11,0.16255750889665255
554,3,19,0.02319127675730157
554,4,1,0.0012698086948874873
554,4,2,0.0029737087533726965
554,4,3,0.7940951531571808
554,4,4,0.0010164528774192893
554,4,5,0.0029367712590875825
554,4,6,0.0009252578322066743
554,4,7,0.009621194450796173
554,4,8,0.0014128673210952335
554,4,11,0.16255750889665255
554,4,19,0.02319127675730157
554,5,1,0.010122285392206486
554,5,2,0.02370493192882737
554,5,3,0.5972805777595945
554,5,4,0.008102658419644209
554,5,5,0.023410484536608142
554,5,6,0.007375696730285911
554,5,7,0.01160330548681848
554,5,8,0.01126267783724334
554,5,11,0.12226802096314368
554,5,19,0.18486936094562784
555,1,1,0.6009851505864258
555,1,2,0.0009056824160293663
555,1,3,0.3708611698851332
555,1,4,0.0019242356834131503
555,1,5,0.019478230843471236
555,1,6,0.00105910157227249
555,1,7,0.002783172832333587
555,1,8,0.0020032561809213345
555,2,1,0.015562480830918154
555,2,2,0.009919474897939798
555,2,3,0.8843664613091553
555,2,4,0.001660674815810567
555,2,5,0.016810314712032138
555,2,6,0.019281803018323624
555,2,7,0.05066991847048172
555,2,8,0.001728871945338846
555,3,1,0.5542003299774334
555,3,2,0.0036458692782484893
555,3,3,0.325045886518655
555,3,4,0.007746105740931175
555,3,5,0.0784105798787434
555,3,6,0.00426346566583638
555,3,7,0.018623556285348657
555,3,8,0.008064206654803459
555,4,3,0.7252892346000245
555,4,5,0.1749609880435573
555,4,12,0.008569259876908823
555,4,13,0.03322016300283178
555,4,14,0.007607169677201809
555,4,16,0.05035318479947566
555,5,3,0.7252892346000245
555,5,5,0.1749609880435573
555,5,12,0.008569259876908823
555,5,13,0.03322016300283178
555,5,14,0.007607169677201809
555,5,16,0.05035318479947566
555,6,2,0.05172095151883844
555,6,3,0.6039777757272572
555,6,5,0.24218555251757246
555,6,10,0.07833741696459995
555,6,12,0.007135970414531844
555,6,13,0.016642332857200102
556,1,1,0.003741387547931181
556,1,2,0.018562850606965355
556,1,3,0.01600809375045657
556,1,4,0.06240051599120143
556,1,5,0.01549691328767165
556,1,6,0.031658454723027855
556,1,7,0.005140183598877232
556,1,8,0.8469916004938687
556,2,1,0.012867727236677912
556,2,2,0.5124501556034181
556,2,3,0.0362995471387336
556,2,4,0.2146136450490768
556,2,5,0.05329842221409892
556,2,6,0.013565039186647435
556,2,7,0.01767859641628718
556,2,8,0.13922686715506016
556,3,1,0.003861702331817328
556,3,2,0.019159791001531756
556,3,3,0.010893768825779884
556,3,4,0.06440717916086341
556,3,5,0.015995259890161297
556,3,6,0.04956137796418379
556,3,7,0.06459071638556889
556,3,8,0.7715302044400937
557,1,1,0.011317403487195494
557,1,2,0.5468653900777782
557,1,3,0.018484907565013895
557,1,4,0.12111433556559477
557,1,5,0.142985565243653
557,1,6,0.007293799725186723
557,1,7,0.1381385099520977
557,1,8,0.01380008838348005
557,2,1,0.013743154945503797
557,2,2,0.6640795124672804
557,2,3,0.01645909245432924
557,2,4,0.05798051506279343
557,2,5,0.17363282844313613
557,2,6,0.008857139349862842
557,2,7,0.04848978331863371
557,2,8,0.01675797395846061
557,3,1,0.012950647602647964
557,3,2,0.6257849656941886
557,3,3,0.07317557380958314
557,3,4,0.05463703359059624
557,3,5,0.16362018636439485
557,3,6,0.008346387051769886
557,3,7,0.04569359063319231
557,3,8,0.015791615253626837
557,4,1,0.00874759839436515
557,4,2,0.7861846476280223
557,4,3,0.010476308482085592
557,4,4,0.036904936492307264
557,4,5,0.11051830946540916
557,4,6,0.005637620929310447
557,4,7,0.03086403030331585
557,4,8,0.010666548305183881
557,5,1,0.008772113032298029
557,5,2,0.7883878845755945
557,5,3,0.007703225639234409
557,5,4,0.03700836043968779
557,5,5,0.11082803062764765
557,5,6,0.005653420035494138
557,5,7,0.030950524960926394
557,5,8,0.010696440689116776
558,1,2,0.01615813250654395
558,1,3,0.08083625414107588
558,1,5,0.008709645127220963
558,1,10,0.5499052958526138
558,1,12,0.08370711141450023
558,1,13,0.26068356095804524
558,2,1,0.02786529568017828
558,2,2,0.013413304929376401
558,2,3,0.3559908293778369
558,2,4,0.007612348591501586
558,2,5,0.038355980560590086
558,2,6,0.012198149219782675
558,2,7,0.07427540584944796
558,2,8,0.013797354719281998
558,2,10,0.45649133107200407
558,3,1,0.006579570387092278
558,3,2,0.009633741987437088
558,3,3,0.7777201566981576
558,3,4,0.0017974323310158034
558,3,5,0.009056637215009484
558,3,6,0.00288023433538895
558,3,7,0.0010868399308599501
558,3,8,0.003257839700433242
558,3,10,0.1879875474146055
558,4,1,0.006579570387092278
558,4,2,0.009633741987437088
558,4,3,0.7777201566981576
558,4,4,0.0017974323310158034
558,4,5,0.009056637215009484
558,4,6,0.00288023433538895
558,4,7,0.0010868399308599501
558,4,8,0.003257839700433242
558,4,10,0.1879875474146055
559,1,1,0.08427534564553392
559,1,2,0.061160594734854
559,1,3,0.023202126836014664
559,1,4,0.021524564710896966
559,1,5,0.02991026514806722
559,1,6,0.03545980801702203
559,1,7,0.010129258323341845
559,1,8,0.01929494805808125
559,1,10,0.7150430885261881
560,1,2,0.8074737350712152
560,1,3,0.008618514971550226
560,1,5,0.0381240647534042
560,1,10,0.050427650739142925
560,1,12,0.005198478853676941
560,1,13,0.016711086102403492
560,1,14,0.011623191691895117
560,1,16,0.06182327781671178
561,1,1,0.047717314001812436
561,1,2,0.14174358440804696
561,1,3,0.40072334125311726
561,1,4,0.24064456282783087
561,1,5,0.03892479227846817
561,1,6,0.01511705629768873
561,1,7,0.021799854303819956
561,1,8,0.09332949462921558
561,2,1,0.07424610451447909
561,2,2,0.0776731596094005
561,2,3,0.6235084203385833
561,2,4,0.13186927377151447
561,2,5,0.02133014778788517
561,2,6,0.008283898925925634
561,2,7,0.011945962632973707
561,2,8,0.05114303241923803
562,1,2,0.015435685133733843
562,1,3,0.004180561540631136
562,1,5,0.00594558052633247
562,1,7,0.035166561984162036
562,1,8,0.0011951280747388808
562,1,9,0.017798184723411804
562,1,10,0.9088909274642634
562,1,11,0.011387370552726468
563,1,1,0.004665318649985744
563,1,2,0.004666480726456989
563,1,3,0.8109917905336375
563,1,4,0.008203289825524394
563,1,5,0.03081828744942237
563,1,6,0.023624267368281323
563,1,7,0.04494875369433756
563,1,8,0.03276988337751888
563,1,12,0.03931192837483534
563,2,3,0.8706136369368345
563,2,5,0.042085875355709575
563,2,12,0.04220203131143306
563,2,13,0.018711124669842667
563,2,14,0.0033927121040791598
563,2,18,0.022994619622101063
563,3,3,0.8662198418784376
563,3,5,0.04187347722257576
563,3,12,0.04198904696480269
563,3,13,0.01463469578331967
563,3,14,0.0033755898341708743
563,3,15,0.022985077927573396
563,3,16,0.008922270389119902
563,4,3,0.8662198418784376
563,4,5,0.04187347722257576
563,4,12,0.04198904696480269
563,4,13,0.01463469578331967
563,4,14,0.0033755898341708743
563,4,15,0.022985077927573396
563,4,16,0.008922270389119902
563,5,3,0.8662198418784376
563,5,5,0.04187347722257576
563,5,12,0.04198904696480269
563,5,13,0.01463469578331967
563,5,14,0.0033755898341708743
563,5,15,0.022985077927573396
563,5,16,0.008922270389119902
563,6,3,0.8691537484359897
563,6,5,0.0420153036544714
563,6,12,0.042131264834077364
563,6,13,0.014684263835043527
563,6,15,0.023062928915968346
563,6,16,0.008952490324449627
563,7,1,0.0020005775962721444
563,7,2,0.003238182162926816
563,7,3,0.9106803561846606
563,7,4,0.003517727099031377
563,7,5,0.013215469307113202
563,7,6,0.001879318761602849
563,7,7,0.019274882675274774
563,7,8,0.0020492650846356012
563,7,12,0.04414422112848257
563,8,3,0.8969215477804469
563,8,5,0.0551549140723126
563,8,12,0.04347727813741527
563,8,14,0.004446260009825237
563,9,1,0.0070856782101412835
563,9,2,0.01458969308714648
563,9,3,0.7611650873300136
563,9,4,0.012459142950154005
563,9,5,0.046806763746975774
563,9,6,0.028205876937817405
563,9,7,0.053665961168089506
563,9,8,0.03912516241895922
563,9,12,0.03689663415070251
564,1,2,0.029565873452529878
564,1,3,0.7985405732472236
564,1,5,0.016316021104352804
564,1,12,0.014024074768973837
564,1,16,0.14155345742691966
564,2,2,0.024593205432166063
564,2,3,0.6642344727383047
564,2,5,0.01357183847448858
564,2,10,0.11418431674788104
564,2,12,0.011665373334672054
564,2,13,0.043835499665734724
564,2,14,0.010169634452694544
564,2,16,0.11774565915405845
564,3,2,0.03244912625480193
564,3,3,0.8764139480771487
564,3,5,0.017907153314486435
564,3,12,0.01539169723890823
564,3,13,0.057838075114654657
564,4,2,0.029165461921018706
564,4,3,0.7877259137574202
564,4,5,0.01609505272981613
564,4,10,0.10119422963807226
564,4,12,0.013834146293994468
564,4,13,0.05198519565967823
564,5,2,0.007885534633486528
564,5,3,0.9138177081499811
564,5,5,0.004351657315507517
564,5,10,0.01282940495201078
564,5,12,0.016048587001903102
564,5,13,0.04506710794711108
564,6,2,0.030434045065750835
564,6,3,0.8219888998732415
564,6,5,0.01679512436461184
564,6,10,0.049514802308797706
564,6,12,0.01443587737090473
564,6,13,0.054246347674621734
564,6,14,0.012584903342071515
564,7,2,0.028857203633545974
564,7,3,0.7794002084478204
564,7,5,0.015924939415488646
564,7,10,0.046949353265817555
564,7,12,0.013687929160290829
564,7,14,0.01193285735320611
564,7,16,0.1032475087238304
564,8,2,0.01425825007952561
564,8,3,0.9227536946138694
564,8,5,0.004394211044243613
564,8,12,0.01620552197365351
564,8,13,0.010606296405238688
564,8,14,0.003292665184009615
564,8,16,0.02848936069945941
564,9,2,0.007849993270634181
564,9,3,0.9096989859255759
564,9,5,0.004332043701612179
564,9,10,0.02035409247686508
564,9,12,0.015976253459484824
564,9,13,0.010456243243013176
564,9,14,0.003246082022071348
564,9,16,0.028086305900743277
565,1,1,0.5786410277680821
565,1,2,0.039209887476980565
565,1,3,0.062134959210000784
565,1,4,0.02040435006203184
565,1,5,0.047766345547745295
565,1,6,0.12767709165450195
565,1,7,0.05418022467766387
565,1,8,0.06998611360299355
566,1,1,0.0023674468511243247
566,1,2,0.001080754203766864
566,1,3,0.0014592570614111167
566,1,4,0.00034739961226494087
566,1,5,0.000702107482316173
566,1,6,0.004030145010243407
